column_name,is_updated_column,possible_original_name,original_column_exists
clinvar_Orphanet_id_new,TRUE,clinvar_Orphanet_id,FALSE
clinvar_clnsig_new,TRUE,clinvar_clnsig,FALSE
clinvar_hgvs_new,TRUE,clinvar_hgvs,FALSE
clinvar_id_new,TRUE,clinvar_id,FALSE
clinvar_review_new,TRUE,clinvar_review,FALSE
clinvar_trait_new,TRUE,clinvar_trait,FALSE
clinvar_var_source_new,TRUE,clinvar_var_source,FALSE
codon_degeneracy_new,TRUE,codon_degeneracy,FALSE
dbNSFP_POPMAX_AC_new,TRUE,dbNSFP_POPMAX_AC,FALSE
dbNSFP_POPMAX_AF_new,TRUE,dbNSFP_POPMAX_AF,FALSE
dbNSFP_POPMAX_POP_new,TRUE,dbNSFP_POPMAX_POP,FALSE
fathmm_XF_coding_pred_new,TRUE,fathmm_XF_coding_pred,FALSE
fathmm_XF_coding_rankscore_new,TRUE,fathmm_XF_coding_rankscore,FALSE
fathmm_XF_coding_score_new,TRUE,fathmm_XF_coding_score,FALSE
gMVP_rankscore_new,TRUE,gMVP_rankscore,FALSE
gMVP_score_new,TRUE,gMVP_score,FALSE
genename_new,TRUE,genename,FALSE
gnomAD2_1_1_exomes_controls_AC_new,TRUE,gnomAD2_1_1_exomes_controls_AC,FALSE
gnomAD2_1_1_exomes_controls_AFR_AC_new,TRUE,gnomAD2_1_1_exomes_controls_AFR_AC,FALSE
gnomAD2_1_1_exomes_controls_AFR_AF_new,TRUE,gnomAD2_1_1_exomes_controls_AFR_AF,FALSE
gnomAD2_1_1_exomes_controls_AFR_AN_new,TRUE,gnomAD2_1_1_exomes_controls_AFR_AN,FALSE
gnomAD2_1_1_exomes_controls_AFR_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_AFR_nhomalt,FALSE
gnomAD2_1_1_exomes_controls_AF_new,TRUE,gnomAD2_1_1_exomes_controls_AF,FALSE
gnomAD2_1_1_exomes_controls_AMR_AC_new,TRUE,gnomAD2_1_1_exomes_controls_AMR_AC,FALSE
gnomAD2_1_1_exomes_controls_AMR_AF_new,TRUE,gnomAD2_1_1_exomes_controls_AMR_AF,FALSE
gnomAD2_1_1_exomes_controls_AMR_AN_new,TRUE,gnomAD2_1_1_exomes_controls_AMR_AN,FALSE
gnomAD2_1_1_exomes_controls_AMR_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_AMR_nhomalt,FALSE
gnomAD2_1_1_exomes_controls_AN_new,TRUE,gnomAD2_1_1_exomes_controls_AN,FALSE
gnomAD2_1_1_exomes_controls_ASJ_AC_new,TRUE,gnomAD2_1_1_exomes_controls_ASJ_AC,FALSE
gnomAD2_1_1_exomes_controls_ASJ_AF_new,TRUE,gnomAD2_1_1_exomes_controls_ASJ_AF,FALSE
gnomAD2_1_1_exomes_controls_ASJ_AN_new,TRUE,gnomAD2_1_1_exomes_controls_ASJ_AN,FALSE
gnomAD2_1_1_exomes_controls_ASJ_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_ASJ_nhomalt,FALSE
gnomAD2_1_1_exomes_controls_EAS_AC_new,TRUE,gnomAD2_1_1_exomes_controls_EAS_AC,FALSE
gnomAD2_1_1_exomes_controls_EAS_AF_new,TRUE,gnomAD2_1_1_exomes_controls_EAS_AF,FALSE
gnomAD2_1_1_exomes_controls_EAS_AN_new,TRUE,gnomAD2_1_1_exomes_controls_EAS_AN,FALSE
gnomAD2_1_1_exomes_controls_EAS_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_EAS_nhomalt,FALSE
gnomAD2_1_1_exomes_controls_FIN_AC_new,TRUE,gnomAD2_1_1_exomes_controls_FIN_AC,FALSE
gnomAD2_1_1_exomes_controls_FIN_AF_new,TRUE,gnomAD2_1_1_exomes_controls_FIN_AF,FALSE
gnomAD2_1_1_exomes_controls_FIN_AN_new,TRUE,gnomAD2_1_1_exomes_controls_FIN_AN,FALSE
gnomAD2_1_1_exomes_controls_FIN_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_FIN_nhomalt,FALSE
gnomAD2_1_1_exomes_controls_NFE_AC_new,TRUE,gnomAD2_1_1_exomes_controls_NFE_AC,FALSE
gnomAD2_1_1_exomes_controls_NFE_AF_new,TRUE,gnomAD2_1_1_exomes_controls_NFE_AF,FALSE
gnomAD2_1_1_exomes_controls_NFE_AN_new,TRUE,gnomAD2_1_1_exomes_controls_NFE_AN,FALSE
gnomAD2_1_1_exomes_controls_NFE_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_NFE_nhomalt,FALSE
gnomAD2_1_1_exomes_controls_POPMAX_AC_new,TRUE,gnomAD2_1_1_exomes_controls_POPMAX_AC,FALSE
gnomAD2_1_1_exomes_controls_POPMAX_AF_new,TRUE,gnomAD2_1_1_exomes_controls_POPMAX_AF,FALSE
gnomAD2_1_1_exomes_controls_POPMAX_AN_new,TRUE,gnomAD2_1_1_exomes_controls_POPMAX_AN,FALSE
gnomAD2_1_1_exomes_controls_POPMAX_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_POPMAX_nhomalt,FALSE
gnomAD2_1_1_exomes_controls_SAS_AC_new,TRUE,gnomAD2_1_1_exomes_controls_SAS_AC,FALSE
gnomAD2_1_1_exomes_controls_SAS_AF_new,TRUE,gnomAD2_1_1_exomes_controls_SAS_AF,FALSE
gnomAD2_1_1_exomes_controls_SAS_AN_new,TRUE,gnomAD2_1_1_exomes_controls_SAS_AN,FALSE
gnomAD2_1_1_exomes_controls_SAS_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_SAS_nhomalt,FALSE
gnomAD2_1_1_exomes_controls_nhomalt_new,TRUE,gnomAD2_1_1_exomes_controls_nhomalt,FALSE
gnomAD2_1_1_exomes_flag_new,TRUE,gnomAD2_1_1_exomes_flag,FALSE
gnomAD2_1_1_exomes_non_cancer_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_AFR_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AFR_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_AFR_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AFR_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_AFR_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AFR_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_AFR_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AFR_nhomalt,FALSE
gnomAD2_1_1_exomes_non_cancer_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_AMR_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AMR_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_AMR_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AMR_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_AMR_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AMR_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_AMR_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AMR_nhomalt,FALSE
gnomAD2_1_1_exomes_non_cancer_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_ASJ_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_ASJ_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_ASJ_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_ASJ_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_ASJ_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_ASJ_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_ASJ_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_ASJ_nhomalt,FALSE
gnomAD2_1_1_exomes_non_cancer_EAS_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_EAS_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_EAS_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_EAS_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_EAS_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_EAS_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_EAS_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_EAS_nhomalt,FALSE
gnomAD2_1_1_exomes_non_cancer_FIN_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_FIN_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_FIN_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_FIN_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_FIN_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_FIN_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_FIN_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_FIN_nhomalt,FALSE
gnomAD2_1_1_exomes_non_cancer_NFE_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_NFE_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_NFE_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_NFE_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_NFE_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_NFE_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_NFE_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_NFE_nhomalt,FALSE
gnomAD2_1_1_exomes_non_cancer_POPMAX_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_POPMAX_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_POPMAX_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_POPMAX_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_POPMAX_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_POPMAX_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_POPMAX_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_POPMAX_nhomalt,FALSE
gnomAD2_1_1_exomes_non_cancer_SAS_AC_new,TRUE,gnomAD2_1_1_exomes_non_cancer_SAS_AC,FALSE
gnomAD2_1_1_exomes_non_cancer_SAS_AF_new,TRUE,gnomAD2_1_1_exomes_non_cancer_SAS_AF,FALSE
gnomAD2_1_1_exomes_non_cancer_SAS_AN_new,TRUE,gnomAD2_1_1_exomes_non_cancer_SAS_AN,FALSE
gnomAD2_1_1_exomes_non_cancer_SAS_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_SAS_nhomalt,FALSE
gnomAD2_1_1_exomes_non_cancer_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_cancer_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_AFR_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AFR_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_AFR_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AFR_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_AFR_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AFR_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_AFR_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AFR_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_AMR_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AMR_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_AMR_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AMR_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_AMR_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AMR_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_AMR_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AMR_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_ASJ_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_ASJ_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_ASJ_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_ASJ_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_ASJ_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_ASJ_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_ASJ_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_ASJ_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_EAS_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_EAS_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_EAS_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_EAS_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_EAS_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_EAS_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_EAS_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_EAS_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_FIN_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_FIN_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_FIN_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_FIN_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_FIN_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_FIN_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_FIN_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_FIN_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_NFE_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_NFE_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_NFE_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_NFE_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_NFE_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_NFE_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_NFE_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_NFE_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_POPMAX_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_POPMAX_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_POPMAX_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_POPMAX_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_POPMAX_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_POPMAX_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_POPMAX_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_POPMAX_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_SAS_AC_new,TRUE,gnomAD2_1_1_exomes_non_neuro_SAS_AC,FALSE
gnomAD2_1_1_exomes_non_neuro_SAS_AF_new,TRUE,gnomAD2_1_1_exomes_non_neuro_SAS_AF,FALSE
gnomAD2_1_1_exomes_non_neuro_SAS_AN_new,TRUE,gnomAD2_1_1_exomes_non_neuro_SAS_AN,FALSE
gnomAD2_1_1_exomes_non_neuro_SAS_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_SAS_nhomalt,FALSE
gnomAD2_1_1_exomes_non_neuro_nhomalt_new,TRUE,gnomAD2_1_1_exomes_non_neuro_nhomalt,FALSE
gnomAD4_1_joint_AC_new,TRUE,gnomAD4_1_joint_AC,FALSE
gnomAD4_1_joint_AFR_AC_new,TRUE,gnomAD4_1_joint_AFR_AC,FALSE
gnomAD4_1_joint_AFR_AF_new,TRUE,gnomAD4_1_joint_AFR_AF,FALSE
gnomAD4_1_joint_AFR_AN_new,TRUE,gnomAD4_1_joint_AFR_AN,FALSE
gnomAD4_1_joint_AFR_nhomalt_new,TRUE,gnomAD4_1_joint_AFR_nhomalt,FALSE
gnomAD4_1_joint_AF_new,TRUE,gnomAD4_1_joint_AF,FALSE
gnomAD4_1_joint_AMI_AC_new,TRUE,gnomAD4_1_joint_AMI_AC,FALSE
gnomAD4_1_joint_AMI_AF_new,TRUE,gnomAD4_1_joint_AMI_AF,FALSE
gnomAD4_1_joint_AMI_AN_new,TRUE,gnomAD4_1_joint_AMI_AN,FALSE
gnomAD4_1_joint_AMI_nhomalt_new,TRUE,gnomAD4_1_joint_AMI_nhomalt,FALSE
gnomAD4_1_joint_AMR_AC_new,TRUE,gnomAD4_1_joint_AMR_AC,FALSE
gnomAD4_1_joint_AMR_AF_new,TRUE,gnomAD4_1_joint_AMR_AF,FALSE
gnomAD4_1_joint_AMR_AN_new,TRUE,gnomAD4_1_joint_AMR_AN,FALSE
gnomAD4_1_joint_AMR_nhomalt_new,TRUE,gnomAD4_1_joint_AMR_nhomalt,FALSE
gnomAD4_1_joint_AN_new,TRUE,gnomAD4_1_joint_AN,FALSE
gnomAD4_1_joint_ASJ_AC_new,TRUE,gnomAD4_1_joint_ASJ_AC,FALSE
gnomAD4_1_joint_ASJ_AF_new,TRUE,gnomAD4_1_joint_ASJ_AF,FALSE
gnomAD4_1_joint_ASJ_AN_new,TRUE,gnomAD4_1_joint_ASJ_AN,FALSE
gnomAD4_1_joint_ASJ_nhomalt_new,TRUE,gnomAD4_1_joint_ASJ_nhomalt,FALSE
gnomAD4_1_joint_EAS_AC_new,TRUE,gnomAD4_1_joint_EAS_AC,FALSE
gnomAD4_1_joint_EAS_AF_new,TRUE,gnomAD4_1_joint_EAS_AF,FALSE
gnomAD4_1_joint_EAS_AN_new,TRUE,gnomAD4_1_joint_EAS_AN,FALSE
gnomAD4_1_joint_EAS_nhomalt_new,TRUE,gnomAD4_1_joint_EAS_nhomalt,FALSE
gnomAD4_1_joint_FIN_AC_new,TRUE,gnomAD4_1_joint_FIN_AC,FALSE
gnomAD4_1_joint_FIN_AF_new,TRUE,gnomAD4_1_joint_FIN_AF,FALSE
gnomAD4_1_joint_FIN_AN_new,TRUE,gnomAD4_1_joint_FIN_AN,FALSE
gnomAD4_1_joint_FIN_nhomalt_new,TRUE,gnomAD4_1_joint_FIN_nhomalt,FALSE
gnomAD4_1_joint_MID_AC_new,TRUE,gnomAD4_1_joint_MID_AC,FALSE
gnomAD4_1_joint_MID_AF_new,TRUE,gnomAD4_1_joint_MID_AF,FALSE
gnomAD4_1_joint_MID_AN_new,TRUE,gnomAD4_1_joint_MID_AN,FALSE
gnomAD4_1_joint_MID_nhomalt_new,TRUE,gnomAD4_1_joint_MID_nhomalt,FALSE
gnomAD4_1_joint_NFE_AC_new,TRUE,gnomAD4_1_joint_NFE_AC,FALSE
gnomAD4_1_joint_NFE_AF_new,TRUE,gnomAD4_1_joint_NFE_AF,FALSE
gnomAD4_1_joint_NFE_AN_new,TRUE,gnomAD4_1_joint_NFE_AN,FALSE
gnomAD4_1_joint_NFE_nhomalt_new,TRUE,gnomAD4_1_joint_NFE_nhomalt,FALSE
gnomAD4_1_joint_POPMAX_AC_new,TRUE,gnomAD4_1_joint_POPMAX_AC,FALSE
gnomAD4_1_joint_POPMAX_AF_new,TRUE,gnomAD4_1_joint_POPMAX_AF,FALSE
gnomAD4_1_joint_POPMAX_AN_new,TRUE,gnomAD4_1_joint_POPMAX_AN,FALSE
gnomAD4_1_joint_POPMAX_nhomalt_new,TRUE,gnomAD4_1_joint_POPMAX_nhomalt,FALSE
gnomAD4_1_joint_SAS_AC_new,TRUE,gnomAD4_1_joint_SAS_AC,FALSE
gnomAD4_1_joint_SAS_AF_new,TRUE,gnomAD4_1_joint_SAS_AF,FALSE
gnomAD4_1_joint_SAS_AN_new,TRUE,gnomAD4_1_joint_SAS_AN,FALSE
gnomAD4_1_joint_SAS_nhomalt_new,TRUE,gnomAD4_1_joint_SAS_nhomalt,FALSE
gnomAD4_1_joint_flag_new,TRUE,gnomAD4_1_joint_flag,FALSE
gnomAD4_1_joint_nhomalt_new,TRUE,gnomAD4_1_joint_nhomalt,FALSE
gnomAD_LOEUF_new,TRUE,gnomAD_LOEUF,FALSE
gnomAD_MOEUF_new,TRUE,gnomAD_MOEUF,FALSE
gnomAD_lof_oe_new,TRUE,gnomAD_lof_oe,FALSE
gnomAD_mis_oe_new,TRUE,gnomAD_mis_oe,FALSE
gnomAD_pLI_new,TRUE,gnomAD_pLI,FALSE
gnomAD_pNull_new,TRUE,gnomAD_pNull,FALSE
gnomAD_pRec_new,TRUE,gnomAD_pRec,FALSE
phastCons100way_vertebrate_new,TRUE,phastCons100way_vertebrate,FALSE
phastCons100way_vertebrate_rankscore_new,TRUE,phastCons100way_vertebrate_rankscore,FALSE
phastCons17way_primate_rankscore_new,TRUE,phastCons17way_primate_rankscore,FALSE
phastCons470way_mammalian_new,TRUE,phastCons470way_mammalian,FALSE
phastCons470way_mammalian_rankscore_new,TRUE,phastCons470way_mammalian_rankscore,FALSE
phyloP100way_vertebrate_rankscore_new,TRUE,phyloP100way_vertebrate_rankscore,FALSE
phyloP17way_primate_new,TRUE,phyloP17way_primate,FALSE
phyloP17way_primate_rankscore_new,TRUE,phyloP17way_primate_rankscore,FALSE
phyloP470way_mammalian_new,TRUE,phyloP470way_mammalian,FALSE
phyloP470way_mammalian_rankscore_new,TRUE,phyloP470way_mammalian_rankscore,FALSE
popEVE_ESM1v_new,TRUE,popEVE_ESM1v,FALSE
popEVE_EVE_new,TRUE,popEVE_EVE,FALSE
popEVE_SCORE_1_new,TRUE,popEVE_SCORE_1,FALSE
popEVE_converted_rankscore_new,TRUE,popEVE_converted_rankscore,FALSE
popEVE_gap_frequency_new,TRUE,popEVE_gap_frequency,FALSE
popEVE_gene_new,TRUE,popEVE_gene,FALSE
popEVE_mutant_new,TRUE,popEVE_mutant,FALSE
popEVE_pop_adjusted_ESM1v_new,TRUE,popEVE_pop_adjusted_ESM1v,FALSE
popEVE_pop_adjusted_EVE_new,TRUE,popEVE_pop_adjusted_EVE,FALSE
popEVE_pred_new,TRUE,popEVE_pred,FALSE
popEVE_protein_new,TRUE,popEVE_protein,FALSE
popEVE_score_new,TRUE,popEVE_score,FALSE
ucsc_id_new,TRUE,ucsc_id,FALSE
