tool_category,tool,variant_group,total_variants_in_group,variants_with_tool_output,variants_without_tool_output,percent_with_tool_output,columns_present
Modern/deep learning predictor,ESM1b,Splice-related,71,0,71,0,ESM1b_score_new; ESM1b_pred_new
Modern/deep learning predictor,MetaRNN,Splice-related,71,0,71,0,MetaRNN_score_new; MetaRNN_pred_new
Modern/deep learning predictor,MutPred / MutPred2,Splice-related,71,0,71,0,MutPred_score; MutPred2_score_new; MutPred2_pred_new
Modern/deep learning predictor,PrimateAI,Splice-related,71,0,71,0,PrimateAI_score_new; PrimateAI_pred_new
Modern/deep learning predictor,AlphaMissense,Splice-related,71,0,71,0,am_class_new; am_pathogenicity_new
Modern/deep learning predictor,EVE,Splice-related,71,0,71,0,EVE_CLASS_new; EVE_SCORE_new
Modern/deep learning predictor,popEVE,Splice-related,71,0,71,0,popEVE_pred_new; popEVE_score_new; popEVE_SCORE_1_new; popEVE_EVE_new; popEVE_ESM1v_new
Continuous deleteriousness / constraint score,MPC,Splice-related,71,0,71,0,MPC_score_new
Continuous deleteriousness / constraint score,MVP,Splice-related,71,0,71,0,MVP_score_new
Continuous deleteriousness / constraint score,MutFormer,Splice-related,71,0,71,0,MutFormer_score_new
Continuous deleteriousness / constraint score,PHACTboost,Splice-related,71,0,71,0,PHACTboost_score_new
Continuous deleteriousness / constraint score,VARITY-R,Splice-related,71,0,71,0,VARITY_R_score_new
Continuous deleteriousness / constraint score,VARITY-ER,Splice-related,71,0,71,0,VARITY_ER_score_new
Continuous deleteriousness / constraint score,VARITY-R-LOO,Splice-related,71,0,71,0,VARITY_R_LOO_score_new
Continuous deleteriousness / constraint score,VARITY-ER-LOO,Splice-related,71,0,71,0,VARITY_ER_LOO_score_new
Continuous deleteriousness / constraint score,gMVP,Splice-related,71,0,71,0,gMVP_score_new
Continuous deleteriousness / constraint score,MisFit-D,Splice-related,71,0,71,0,MisFit_D_score_new; MisFit_D_pred_lenient_new; MisFit_D_pred_stringent_new
Continuous deleteriousness / constraint score,MisFit-S,Splice-related,71,0,71,0,MisFit_S_score_new
Individual missense predictor,VEST4,Splice-related,71,0,71,0,VEST4_score_seperated
Conservation score,GERP++,Splice-related,71,0,71,0,GERP++_RS
Conservation score,phyloP,Splice-related,71,0,71,0,phyloP100way_vertebrate; phyloP30way_mammalian; phyloP17way_primate_new
Conservation score,phastCons,Splice-related,71,0,71,0,phastCons30way_mammalian; phastCons17way_primate; phastCons17way_primate_new
Conservation score,SiPhy,Splice-related,71,0,71,0,SiPhy_29way_logOdds
Conservation score,fitCons,Splice-related,71,0,71,0,integrated_fitCons_score
Conservation score,Eigen-PC,Splice-related,71,0,71,0,None
Substitution matrix / descriptive feature,BLOSUM62,Splice-related,71,0,71,0,BLOSUM62_new
Gene-level intolerance / LoF metric,Aloft,Splice-related,71,0,71,0,Aloft_pred_new; Aloft_Confidence_new
Gene-level intolerance / LoF metric,LoFtool,Splice-related,71,0,71,0,LoFtool_score_new
Gene-level intolerance / LoF metric,HIPred,Splice-related,71,0,71,0,HIPred_score_new
Gene-level intolerance / LoF metric,GDI,Splice-related,71,0,71,0,GDI_new
Gene-level intolerance / LoF metric,GHIS,Splice-related,71,0,71,0,GHIS_new
Meta/ensemble predictor,Condel,Splice-related,71,0,71,0,Condel_score
Individual missense predictor,MutationTaster,Stop/start altered,67,65,2,97,MutationTaster_score; MutationTaster_score_new; MutationTaster_pred_new; MutationTaster_model_new
Meta/ensemble predictor,FATHMM-MKL,Stop/start altered,67,65,2,97,fathmm-MKL_coding_score
Meta/ensemble predictor,BayesDel addAF,Stop/start altered,67,65,2,97,BayesDel_addAF_score; BayesDel_addAF_score_new; BayesDel_addAF_pred_new
Meta/ensemble predictor,BayesDel noAF,Stop/start altered,67,65,2,97,BayesDel_noAF_score_new; BayesDel_noAF_pred_new
Continuous deleteriousness / constraint score,CADD,Stop/start altered,67,65,2,97,CADD_PHRED; CADD_PHRED_new; CADD_RAW_new
Continuous deleteriousness / constraint score,DANN,Stop/start altered,67,65,2,97,DANN_score; DANN_score_new
Individual missense predictor,VEST4,Stop/start altered,67,65,2,97,VEST4_score_seperated
Splicing predictor,SpliceAI,Stop/start altered,67,65,2,97,SpliceAI_pred_DS_AG_new; SpliceAI_pred_DS_AL_new; SpliceAI_pred_DS_DG_new; SpliceAI_pred_DS_DL_new; SpliceAI_pred_SYMBOL_new
Conservation score,GERP++,Stop/start altered,67,65,2,97,GERP++_RS
Conservation score,phyloP,Stop/start altered,67,65,2,97,phyloP100way_vertebrate; phyloP30way_mammalian; phyloP17way_primate_new
Conservation score,phastCons,Stop/start altered,67,65,2,97,phastCons30way_mammalian; phastCons17way_primate; phastCons17way_primate_new
Conservation score,SiPhy,Stop/start altered,67,65,2,97,SiPhy_29way_logOdds
Conservation score,fitCons,Stop/start altered,67,65,2,97,integrated_fitCons_score
Gene-level intolerance / LoF metric,LoFtool,Stop/start altered,67,65,2,97,LoFtool_score_new
Gene-level intolerance / LoF metric,HIPred,Stop/start altered,67,65,2,97,HIPred_score_new
Gene-level intolerance / LoF metric,GDI,Stop/start altered,67,65,2,97,GDI_new
Gene-level intolerance / LoF metric,GHIS,Stop/start altered,67,65,2,97,GHIS_new
Modern/deep learning predictor,FATHMM-XF,Stop/start altered,67,57,10,85.1,fathmm_XF_coding_score_new; fathmm_XF_coding_pred_new
Modern/deep learning predictor,ESM1b,Stop/start altered,67,57,10,85.1,ESM1b_score_new; ESM1b_pred_new
Gene-level intolerance / LoF metric,Aloft,Stop/start altered,67,42,25,62.7,Aloft_pred_new; Aloft_Confidence_new
Individual missense predictor,LRT,Stop/start altered,67,24,43,35.8,LRT_score
Individual missense predictor,SIFT,Stop/start altered,67,15,52,22.4,SIFT_score; SIFT_new
Individual missense predictor,PolyPhen-2,Stop/start altered,67,15,52,22.4,PolyPhen_score; PolyPhen_new
Individual missense predictor,PROVEAN,Stop/start altered,67,15,52,22.4,PROVEAN_score_seperated; PROVEAN_score_new; PROVEAN_pred_new
Individual missense predictor,FATHMM,Stop/start altered,67,15,52,22.4,FATHMM_score_seperated
Meta/ensemble predictor,REVEL,Stop/start altered,67,15,52,22.4,REVEL_score; REVEL_score_new; REVEL_new
Meta/ensemble predictor,ClinPred,Stop/start altered,67,15,52,22.4,ClinPred_score; ClinPred_score_new; ClinPred_pred_new; ClinPred_new
Meta/ensemble predictor,MetaSVM,Stop/start altered,67,15,52,22.4,MetaSVM_score; MetaSVM_score_new; MetaSVM_pred_new
Meta/ensemble predictor,MetaLR,Stop/start altered,67,15,52,22.4,MetaLR_score; MetaLR_score_new; MetaLR_pred_new
Modern/deep learning predictor,MetaRNN,Stop/start altered,67,15,52,22.4,MetaRNN_score_new; MetaRNN_pred_new
Modern/deep learning predictor,MutPred / MutPred2,Stop/start altered,67,15,52,22.4,MutPred_score; MutPred2_score_new; MutPred2_pred_new
Continuous deleteriousness / constraint score,MVP,Stop/start altered,67,15,52,22.4,MVP_score_new
Continuous deleteriousness / constraint score,MutFormer,Stop/start altered,67,15,52,22.4,MutFormer_score_new
Substitution matrix / descriptive feature,BLOSUM62,Stop/start altered,67,15,52,22.4,BLOSUM62_new
Meta/ensemble predictor,Condel,Stop/start altered,67,15,52,22.4,Condel_score
Continuous deleteriousness / constraint score,PHACTboost,Stop/start altered,67,13,54,19.4,PHACTboost_score_new
Meta/ensemble predictor,LIST-S2,Stop/start altered,67,10,57,14.9,LIST-S2_score_seperated; LIST_S2_score_new; LIST_S2_pred_new
Modern/deep learning predictor,DEOGEN2,Stop/start altered,67,10,57,14.9,DEOGEN2_score_new; DEOGEN2_pred_new
Continuous deleteriousness / constraint score,VARITY-R,Stop/start altered,67,10,57,14.9,VARITY_R_score_new
Continuous deleteriousness / constraint score,VARITY-ER,Stop/start altered,67,10,57,14.9,VARITY_ER_score_new
Continuous deleteriousness / constraint score,VARITY-R-LOO,Stop/start altered,67,10,57,14.9,VARITY_R_LOO_score_new
Continuous deleteriousness / constraint score,VARITY-ER-LOO,Stop/start altered,67,10,57,14.9,VARITY_ER_LOO_score_new
Continuous deleteriousness / constraint score,gMVP,Stop/start altered,67,7,60,10.4,gMVP_score_new
Modern/deep learning predictor,popEVE,Stop/start altered,67,2,65,3,popEVE_pred_new; popEVE_score_new; popEVE_SCORE_1_new; popEVE_EVE_new; popEVE_ESM1v_new
Splicing predictor,ada_score,Stop/start altered,67,1,66,1.5,ada_score; ada_score_new
Splicing predictor,rf_score,Stop/start altered,67,1,66,1.5,rf_score; rf_score_new
Splicing predictor,MaxEntScan,Stop/start altered,67,1,66,1.5,MaxEntScan_diff; MaxEntScan_alt_new; MaxEntScan_diff_new; MaxEntScan_ref_new
Individual missense predictor,MutationAssessor,Stop/start altered,67,0,67,0,MutationAssessor_standalone_score; MutationAssessor_score_new; MutationAssessor_pred_new
Modern/deep learning predictor,PrimateAI,Stop/start altered,67,0,67,0,PrimateAI_score_new; PrimateAI_pred_new
Modern/deep learning predictor,AlphaMissense,Stop/start altered,67,0,67,0,am_class_new; am_pathogenicity_new
Modern/deep learning predictor,EVE,Stop/start altered,67,0,67,0,EVE_CLASS_new; EVE_SCORE_new
Continuous deleteriousness / constraint score,MPC,Stop/start altered,67,0,67,0,MPC_score_new
Continuous deleteriousness / constraint score,MisFit-D,Stop/start altered,67,0,67,0,MisFit_D_score_new; MisFit_D_pred_lenient_new; MisFit_D_pred_stringent_new
Continuous deleteriousness / constraint score,MisFit-S,Stop/start altered,67,0,67,0,MisFit_S_score_new
Conservation score,Eigen-PC,Stop/start altered,67,0,67,0,None
Continuous deleteriousness / constraint score,CADD,Synonymous,27,27,0,100,CADD_PHRED; CADD_PHRED_new; CADD_RAW_new
Splicing predictor,SpliceAI,Synonymous,27,27,0,100,SpliceAI_pred_DS_AG_new; SpliceAI_pred_DS_AL_new; SpliceAI_pred_DS_DG_new; SpliceAI_pred_DS_DL_new; SpliceAI_pred_SYMBOL_new
Individual missense predictor,MutationAssessor,Synonymous,27,2,25,7.4,MutationAssessor_standalone_score; MutationAssessor_score_new; MutationAssessor_pred_new
Individual missense predictor,SIFT,Synonymous,27,0,27,0,SIFT_score; SIFT_new
Individual missense predictor,PolyPhen-2,Synonymous,27,0,27,0,PolyPhen_score; PolyPhen_new
Individual missense predictor,MutationTaster,Synonymous,27,0,27,0,MutationTaster_score; MutationTaster_score_new; MutationTaster_pred_new; MutationTaster_model_new
Individual missense predictor,LRT,Synonymous,27,0,27,0,LRT_score
Individual missense predictor,PROVEAN,Synonymous,27,0,27,0,PROVEAN_score_seperated; PROVEAN_score_new; PROVEAN_pred_new
Individual missense predictor,FATHMM,Synonymous,27,0,27,0,FATHMM_score_seperated
Meta/ensemble predictor,FATHMM-MKL,Synonymous,27,0,27,0,fathmm-MKL_coding_score
Modern/deep learning predictor,FATHMM-XF,Synonymous,27,0,27,0,fathmm_XF_coding_score_new; fathmm_XF_coding_pred_new
Meta/ensemble predictor,REVEL,Synonymous,27,0,27,0,REVEL_score; REVEL_score_new; REVEL_new
Meta/ensemble predictor,ClinPred,Synonymous,27,0,27,0,ClinPred_score; ClinPred_score_new; ClinPred_pred_new; ClinPred_new
Meta/ensemble predictor,MetaSVM,Synonymous,27,0,27,0,MetaSVM_score; MetaSVM_score_new; MetaSVM_pred_new
Meta/ensemble predictor,MetaLR,Synonymous,27,0,27,0,MetaLR_score; MetaLR_score_new; MetaLR_pred_new
Meta/ensemble predictor,BayesDel addAF,Synonymous,27,0,27,0,BayesDel_addAF_score; BayesDel_addAF_score_new; BayesDel_addAF_pred_new
Meta/ensemble predictor,BayesDel noAF,Synonymous,27,0,27,0,BayesDel_noAF_score_new; BayesDel_noAF_pred_new
Meta/ensemble predictor,LIST-S2,Synonymous,27,0,27,0,LIST-S2_score_seperated; LIST_S2_score_new; LIST_S2_pred_new
Continuous deleteriousness / constraint score,DANN,Synonymous,27,0,27,0,DANN_score; DANN_score_new
Modern/deep learning predictor,DEOGEN2,Synonymous,27,0,27,0,DEOGEN2_score_new; DEOGEN2_pred_new
Modern/deep learning predictor,ESM1b,Synonymous,27,0,27,0,ESM1b_score_new; ESM1b_pred_new
Modern/deep learning predictor,MetaRNN,Synonymous,27,0,27,0,MetaRNN_score_new; MetaRNN_pred_new
Modern/deep learning predictor,MutPred / MutPred2,Synonymous,27,0,27,0,MutPred_score; MutPred2_score_new; MutPred2_pred_new
Modern/deep learning predictor,PrimateAI,Synonymous,27,0,27,0,PrimateAI_score_new; PrimateAI_pred_new
Modern/deep learning predictor,AlphaMissense,Synonymous,27,0,27,0,am_class_new; am_pathogenicity_new
Modern/deep learning predictor,EVE,Synonymous,27,0,27,0,EVE_CLASS_new; EVE_SCORE_new
Modern/deep learning predictor,popEVE,Synonymous,27,0,27,0,popEVE_pred_new; popEVE_score_new; popEVE_SCORE_1_new; popEVE_EVE_new; popEVE_ESM1v_new
Continuous deleteriousness / constraint score,MPC,Synonymous,27,0,27,0,MPC_score_new
Continuous deleteriousness / constraint score,MVP,Synonymous,27,0,27,0,MVP_score_new
Continuous deleteriousness / constraint score,MutFormer,Synonymous,27,0,27,0,MutFormer_score_new
Continuous deleteriousness / constraint score,PHACTboost,Synonymous,27,0,27,0,PHACTboost_score_new
Continuous deleteriousness / constraint score,VARITY-R,Synonymous,27,0,27,0,VARITY_R_score_new
Continuous deleteriousness / constraint score,VARITY-ER,Synonymous,27,0,27,0,VARITY_ER_score_new
Continuous deleteriousness / constraint score,VARITY-R-LOO,Synonymous,27,0,27,0,VARITY_R_LOO_score_new
Continuous deleteriousness / constraint score,VARITY-ER-LOO,Synonymous,27,0,27,0,VARITY_ER_LOO_score_new
Continuous deleteriousness / constraint score,gMVP,Synonymous,27,0,27,0,gMVP_score_new
Continuous deleteriousness / constraint score,MisFit-D,Synonymous,27,0,27,0,MisFit_D_score_new; MisFit_D_pred_lenient_new; MisFit_D_pred_stringent_new
Continuous deleteriousness / constraint score,MisFit-S,Synonymous,27,0,27,0,MisFit_S_score_new
Individual missense predictor,VEST4,Synonymous,27,0,27,0,VEST4_score_seperated
Splicing predictor,ada_score,Synonymous,27,0,27,0,ada_score; ada_score_new
Splicing predictor,rf_score,Synonymous,27,0,27,0,rf_score; rf_score_new
Splicing predictor,MaxEntScan,Synonymous,27,0,27,0,MaxEntScan_diff; MaxEntScan_alt_new; MaxEntScan_diff_new; MaxEntScan_ref_new
Conservation score,GERP++,Synonymous,27,0,27,0,GERP++_RS
Conservation score,phyloP,Synonymous,27,0,27,0,phyloP100way_vertebrate; phyloP30way_mammalian; phyloP17way_primate_new
Conservation score,phastCons,Synonymous,27,0,27,0,phastCons30way_mammalian; phastCons17way_primate; phastCons17way_primate_new
Conservation score,SiPhy,Synonymous,27,0,27,0,SiPhy_29way_logOdds
Conservation score,fitCons,Synonymous,27,0,27,0,integrated_fitCons_score
Conservation score,Eigen-PC,Synonymous,27,0,27,0,None
Substitution matrix / descriptive feature,BLOSUM62,Synonymous,27,0,27,0,BLOSUM62_new
Gene-level intolerance / LoF metric,Aloft,Synonymous,27,0,27,0,Aloft_pred_new; Aloft_Confidence_new
Gene-level intolerance / LoF metric,LoFtool,Synonymous,27,0,27,0,LoFtool_score_new
Gene-level intolerance / LoF metric,HIPred,Synonymous,27,0,27,0,HIPred_score_new
Gene-level intolerance / LoF metric,GDI,Synonymous,27,0,27,0,GDI_new
Gene-level intolerance / LoF metric,GHIS,Synonymous,27,0,27,0,GHIS_new
Meta/ensemble predictor,Condel,Synonymous,27,0,27,0,Condel_score
Splicing predictor,SpliceAI,UTR,59,53,6,89.8,SpliceAI_pred_DS_AG_new; SpliceAI_pred_DS_AL_new; SpliceAI_pred_DS_DG_new; SpliceAI_pred_DS_DL_new; SpliceAI_pred_SYMBOL_new
Continuous deleteriousness / constraint score,CADD,UTR,59,50,9,84.7,CADD_PHRED; CADD_PHRED_new; CADD_RAW_new
Splicing predictor,ada_score,UTR,59,5,54,8.5,ada_score; ada_score_new
Splicing predictor,rf_score,UTR,59,5,54,8.5,rf_score; rf_score_new
Individual missense predictor,SIFT,UTR,59,0,59,0,SIFT_score; SIFT_new
Individual missense predictor,PolyPhen-2,UTR,59,0,59,0,PolyPhen_score; PolyPhen_new
Individual missense predictor,MutationTaster,UTR,59,0,59,0,MutationTaster_score; MutationTaster_score_new; MutationTaster_pred_new; MutationTaster_model_new
Individual missense predictor,LRT,UTR,59,0,59,0,LRT_score
Individual missense predictor,MutationAssessor,UTR,59,0,59,0,MutationAssessor_standalone_score; MutationAssessor_score_new; MutationAssessor_pred_new
Individual missense predictor,PROVEAN,UTR,59,0,59,0,PROVEAN_score_seperated; PROVEAN_score_new; PROVEAN_pred_new
Individual missense predictor,FATHMM,UTR,59,0,59,0,FATHMM_score_seperated
Meta/ensemble predictor,FATHMM-MKL,UTR,59,0,59,0,fathmm-MKL_coding_score
Modern/deep learning predictor,FATHMM-XF,UTR,59,0,59,0,fathmm_XF_coding_score_new; fathmm_XF_coding_pred_new
Meta/ensemble predictor,REVEL,UTR,59,0,59,0,REVEL_score; REVEL_score_new; REVEL_new
Meta/ensemble predictor,ClinPred,UTR,59,0,59,0,ClinPred_score; ClinPred_score_new; ClinPred_pred_new; ClinPred_new
Meta/ensemble predictor,MetaSVM,UTR,59,0,59,0,MetaSVM_score; MetaSVM_score_new; MetaSVM_pred_new
Meta/ensemble predictor,MetaLR,UTR,59,0,59,0,MetaLR_score; MetaLR_score_new; MetaLR_pred_new
Meta/ensemble predictor,BayesDel addAF,UTR,59,0,59,0,BayesDel_addAF_score; BayesDel_addAF_score_new; BayesDel_addAF_pred_new
Meta/ensemble predictor,BayesDel noAF,UTR,59,0,59,0,BayesDel_noAF_score_new; BayesDel_noAF_pred_new
Meta/ensemble predictor,LIST-S2,UTR,59,0,59,0,LIST-S2_score_seperated; LIST_S2_score_new; LIST_S2_pred_new
Continuous deleteriousness / constraint score,DANN,UTR,59,0,59,0,DANN_score; DANN_score_new
Modern/deep learning predictor,DEOGEN2,UTR,59,0,59,0,DEOGEN2_score_new; DEOGEN2_pred_new
Modern/deep learning predictor,ESM1b,UTR,59,0,59,0,ESM1b_score_new; ESM1b_pred_new
Modern/deep learning predictor,MetaRNN,UTR,59,0,59,0,MetaRNN_score_new; MetaRNN_pred_new
Modern/deep learning predictor,MutPred / MutPred2,UTR,59,0,59,0,MutPred_score; MutPred2_score_new; MutPred2_pred_new
Modern/deep learning predictor,PrimateAI,UTR,59,0,59,0,PrimateAI_score_new; PrimateAI_pred_new
Modern/deep learning predictor,AlphaMissense,UTR,59,0,59,0,am_class_new; am_pathogenicity_new
Modern/deep learning predictor,EVE,UTR,59,0,59,0,EVE_CLASS_new; EVE_SCORE_new
Modern/deep learning predictor,popEVE,UTR,59,0,59,0,popEVE_pred_new; popEVE_score_new; popEVE_SCORE_1_new; popEVE_EVE_new; popEVE_ESM1v_new
Continuous deleteriousness / constraint score,MPC,UTR,59,0,59,0,MPC_score_new
Continuous deleteriousness / constraint score,MVP,UTR,59,0,59,0,MVP_score_new
Continuous deleteriousness / constraint score,MutFormer,UTR,59,0,59,0,MutFormer_score_new
Continuous deleteriousness / constraint score,PHACTboost,UTR,59,0,59,0,PHACTboost_score_new
Continuous deleteriousness / constraint score,VARITY-R,UTR,59,0,59,0,VARITY_R_score_new
Continuous deleteriousness / constraint score,VARITY-ER,UTR,59,0,59,0,VARITY_ER_score_new
Continuous deleteriousness / constraint score,VARITY-R-LOO,UTR,59,0,59,0,VARITY_R_LOO_score_new
Continuous deleteriousness / constraint score,VARITY-ER-LOO,UTR,59,0,59,0,VARITY_ER_LOO_score_new
Continuous deleteriousness / constraint score,gMVP,UTR,59,0,59,0,gMVP_score_new
Continuous deleteriousness / constraint score,MisFit-D,UTR,59,0,59,0,MisFit_D_score_new; MisFit_D_pred_lenient_new; MisFit_D_pred_stringent_new
Continuous deleteriousness / constraint score,MisFit-S,UTR,59,0,59,0,MisFit_S_score_new
Individual missense predictor,VEST4,UTR,59,0,59,0,VEST4_score_seperated
Splicing predictor,MaxEntScan,UTR,59,0,59,0,MaxEntScan_diff; MaxEntScan_alt_new; MaxEntScan_diff_new; MaxEntScan_ref_new
Conservation score,GERP++,UTR,59,0,59,0,GERP++_RS
Conservation score,phyloP,UTR,59,0,59,0,phyloP100way_vertebrate; phyloP30way_mammalian; phyloP17way_primate_new
Conservation score,phastCons,UTR,59,0,59,0,phastCons30way_mammalian; phastCons17way_primate; phastCons17way_primate_new
Conservation score,SiPhy,UTR,59,0,59,0,SiPhy_29way_logOdds
Conservation score,fitCons,UTR,59,0,59,0,integrated_fitCons_score
Conservation score,Eigen-PC,UTR,59,0,59,0,None
Substitution matrix / descriptive feature,BLOSUM62,UTR,59,0,59,0,BLOSUM62_new
Gene-level intolerance / LoF metric,Aloft,UTR,59,0,59,0,Aloft_pred_new; Aloft_Confidence_new
Gene-level intolerance / LoF metric,LoFtool,UTR,59,0,59,0,LoFtool_score_new
Gene-level intolerance / LoF metric,HIPred,UTR,59,0,59,0,HIPred_score_new
Gene-level intolerance / LoF metric,GDI,UTR,59,0,59,0,GDI_new
Gene-level intolerance / LoF metric,GHIS,UTR,59,0,59,0,GHIS_new
Meta/ensemble predictor,Condel,UTR,59,0,59,0,Condel_score
