total_splice_variants,SpliceAI_DS_available,SpliceAI_DS_min,SpliceAI_DS_median,SpliceAI_DS_max,SpliceAI_AG_available,SpliceAI_AG_min,SpliceAI_AG_median,SpliceAI_AG_max,SpliceAI_AL_available,SpliceAI_AL_min,SpliceAI_AL_median,SpliceAI_AL_max,SpliceAI_DG_available,SpliceAI_DG_min,SpliceAI_DG_median,SpliceAI_DG_max,SpliceAI_DL_available,SpliceAI_DL_min,SpliceAI_DL_median,SpliceAI_DL_max,MaxEntScan_available,MaxEntScan_min,MaxEntScan_median,MaxEntScan_max,ada_score_available,ada_score_min,ada_score_median,ada_score_max,rf_score_available,rf_score_min,rf_score_median,rf_score_max
127,94,0,0.345,1,116,0,0,0.98,116,0,0,1,116,0,0,0.99,116,0,0,1,92,-2.201,4.1274999999999995,14.436,87,1.06836381944136e-5,0.999887235117526,0.999998122414291,87,0,0.926,1
